Date,Issuer,Coupon,Maturity,Spread,Curr,Outst,Book Mgr,Note,Identifier
01/16,FREDDIE MAC,2.000,01/30/25,,USD,0,AP-sole,5-NC3MO BERM,ZP550374 Corp
01/16,FED HOME LN BANK,2.000,01/21/25,,USD,1000,JOINT LEADS,5-NC6MO  INC,ZP444013 Corp
01/16,FREDDIE MAC,1.650,01/23/23,,USD,25,FHN-sole,3-NC6MO BERM,ZP548060 Corp
01/15,NIPPON LIFE INS,VAR,01/23/50,+161.2,USD,1.15B,JOINT LEADS,30C CONT,ZP480864 Corp
01/15,PRESIDIO HLDGS,8.250,02/01/28,+646,USD,400,JOINT LEADS,8C CONT 144A,ZP450454 Corp
01/15,PRESIDIO HLDGS,4.875,02/01/27,+317,USD,400,JOINT LEADS,7C CONT 144A,ZP450452 Corp
01/15,JPMORGAN CHASE,VAR,PERPETUAL,,USD,3B,JPM,0C 3MBERM HH,ZP532072 Corp
01/15,LADDER CAP FINAN,4.250,02/01/27,+254,USD,750,JOINT LEADS,7C CONT 144A,ZP518176 Corp
01/15,FREDDIE MAC,1.710,11/04/22,,USD,0,WFS-sole,2.75-NC4MBER,ZP536586 Corp
01/15,FREDDIE MAC,1.650,02/04/22,,USD,25,WFS-sole,2-NC7MO BERM,ZP536579 Corp
01/15,PEPPERDINE UNIV,3.301,12/01/59,+105,USD,223.51,MS-sole,40C CONT,ZP385456 Corp
01/15,FARMER MAC,1.880,02/12/25,,USD,44,"MSRW,RJA",INCREASE,ZP535838 Corp
01/15,EMBOT ANDINA SA,3.950,01/21/50,+175,USD,300,JOINT LEADS,30C CONT,ZP524542 Corp
01/15,CITIGROUP INC,VAR,PERPETUAL,,USD,1.5B,CITI,0C 3MBERM V,ZP529178 Corp
01/15,FREDDIE MAC,1.850,07/22/24,,USD,30,INCAP-sole,4.5-NC1 BERM,ZP536326 Corp
01/15,PARAGUAY,5.400,03/30/50,,USD,950,"ITAU,GS,MS",INCREASE,AX060917 Corp
01/15,EQT CORP,7.000,02/01/30,+521,USD,750,JOINT LEADS,10C CONT,ZP519351 Corp
01/15,AMER CAMPUS COMM,2.850,02/01/30,+108,USD,400,JOINT LEADS,10C CONT,ZP521711 Corp
01/15,FED HOME LN BANK,1.750,07/22/22,,USD,500,JPM-sole,2.5-NC6MBERM,ZP536301 Corp
01/15,PHOSAGRO,3.050,01/23/25,+144.5,USD,500,JOINT LEADS,144A,ZP513135 Corp
01/15,EQT CORP,6.125,02/01/25,+452,USD,1000,JOINT LEADS,5C CONT,ZP519345 Corp
01/15,KLABIN AUSTRIA,7.000,04/03/49,,USD,700,JOINT LEADS,INCREASE,AX903995 Corp
01/15,TURKIYE SINAI,6.000,01/23/25,+451,USD,400,JOINT LEADS,144A 99.469,ZP513469 Corp
01/15,FREDDIE MAC,1.750,01/22/25,,USD,35,DADA-sole,5-NC1 BERM,ZP536168 Corp
01/15,JAPAN BANK COOP,1.750,01/23/23,+28.8,USD,2.25B,JOINT LEADS,01/23/20,ZP482060 Corp
01/15,FED HOME LN BANK,1.830,10/17/23,,USD,25,VS-sole,3.75-NC6MINC,ZP535853 Corp
01/15,POWER FIN CORP,3.950,04/23/30,,USD,750,JOINT LEADS,144A,ZP511648 Corp
01/15,ASIAN DEV BANK,1.875,01/24/30,+13.25,USD,2B,JOINT LEADS,01/24/20,ZP490845 Corp
01/15,FREDDIE MAC,1.875,01/17/24,,USD,25,JOINT LEADS,4-NC6MO BERM,ZP533990 Corp
01/15,FREDDIE MAC,1.800,01/21/25,,USD,15,MTBK-sole,5-NC6MO BERM,ZP532330 Corp
01/15,FED FARM CREDIT,2.960,01/23/45,,USD,25,TDSEC-sole,25-NC5 CONT,ZP531684 Corp
01/15,FED HOME LN BANK,2.050,01/27/27,,USD,70,"FHN,JPM,MS",7-NC2 CONT,ZP531329 Corp
01/15,FED HOME LN BANK,2.300,03/22/27,,USD,140,"CITI,WFS",7.25-NC5MCON,ZP531330 Corp
01/15,FED HOME LN BANK,1.740,07/27/23,,USD,25,JOINT LEADS,3.5-NC1 CONT,ZP531327 Corp
01/15,FED HOME LN BANK,2.400,01/28/30,,USD,70,JOINT LEADS,10-NC2 CONT,ZP531290 Corp
01/15,FED HOME LN BANK,1.640,07/22/22,,USD,20,JOINT LEADS,2.5-NC1 CONT,ZP531286 Corp
01/15,FREDDIE MAC,1.700,07/22/22,,USD,50,JOINT LEADS,2.5-NC6MOINC,ZP465845 Corp
01/15,FREDDIE MAC,1.650,01/24/22,,USD,25,JOINT LEADS,2-NC6MO BERM,ZP526621 Corp
01/15,FREDDIE MAC,1.750,12/23/22,,USD,25,JOINT LEADS,3-NC6MO BERM,ZP526383 Corp
01/15,FREDDIE MAC,1.650,01/21/22,,USD,30,JOINT LEADS,2-NC6MO BERM,ZP526115 Corp
01/15,FREDDIE MAC,1.640,01/24/22,,USD,0,VS-sole,2-NC3MO  INC,ZP523754 Corp
01/15,BANCO PACTUAL/KY,4.500,01/10/25,,USD,750,BTG,INCREASE,ZQ886250 Corp
01/15,FREDDIE MAC,1.750,01/22/24,,USD,50,JOINT LEADS,4-NC1 BERINC,ZP306934 Corp
01/15,FREDDIE MAC,1.750,01/17/25,,USD,80,FHN-sole,5-NC6MO  INC,ZP470957 Corp
01/15,FREDDIE MAC,1.800,07/21/23,,USD,50,"FHN,MS",3.5-NC6MBERM,ZP522847 Corp
01/15,KFW,1.625,02/15/23,,USD,5B,"BMO,CITI,MS",01/22/20,ZP458734 Corp
01/14,CAMPUS DRIVE PTT,6.912,06/15/58,,USD,37,MSRW-sole,C 01/21/20,ZP510355 Corp
01/14,CAMPUS DRIVE PTT,6.170,08/15/56,,USD,20,MSRW-sole,B2 01/21/20,ZP509654 Corp
01/14,CAMPUS DRIVE PTT,5.340,01/15/52,,USD,22.96,MSRW-sole,B1 01/21/20,ZP509112 Corp
01/14,CAMPUS DRIVE PTT,4.087,01/15/52,,USD,106.92,MSRW-sole,A 01/21/20,ZP508405 Corp
01/14,FUTURE RETAIL LT,5.600,01/22/25,,USD,500,JOINT LEADS,5C CONT 144A,ZP292792 Corp
01/14,FED HOME LN BANK,1.600,01/24/22,,USD,0,CF-sole,2-NC3MO BERM,ZP511059 Corp
01/14,AUST & NZ BANK,VAR,07/22/30,+133,USD,1.25B,JOINT LEADS,10C BERM,ZP480952 Corp
01/14,MET TOWER,FRN,01/17/23,,USD,500,"JPM,MS",01/17/20,ZP511043 Corp
01/14,OWL ROCK CAPITAL,3.750,07/22/25,+220,USD,500,JOINT LEADS,5C CONT,ZP491160 Corp
01/14,MACQUARIE BK LTD,2.300,01/22/25,+70,USD,1.25B,JOINT LEADS,144A 99.897,ZP480869 Corp
01/14,GUARDIAN LIFE IN,3.700,01/22/70,+147,USD,300,"CS,JPM",50C CONT,ZP489362 Corp
01/14,NEW YORK LIFE GL,2.000,01/22/25,+45,USD,650,JOINT LEADS,144A 99.641,ZP489139 Corp
01/14,GEOPARK,5.500,01/17/27,,USD,350,"ITAU,CITI",7C CONT 144A,ZP488016 Corp
01/14,JPMORGANCHASEFIN,2.000,01/31/23,,USD,50,JPM-sole,3C 3MBERM,ZP510356 Corp
01/14,FED HOME LN BANK,1.940,01/21/25,,USD,35,JVB-sole,INCREASE,ZP470180 Corp
01/14,VEON HOLDINGS BV,4.000,04/09/25,+257.6,USD,1000,JOINT LEADS,INCREASE,ZR924158 Corp
01/14,PROSUS NV,3.680,01/21/30,+185,USD,1.25B,JOINT LEADS,10C CONT,ZP482042 Corp
01/14,FREDDIE MAC,2.000,12/17/24,,USD,0,JOINT LEADS,5-NC3MO  INC,ZP500058 Corp
01/14,FREDDIE MAC,1.850,10/17/23,,USD,25,JOINT LEADS,3.75-NC6MBER,ZP505872 Corp
01/14,FED FARM CREDIT,1.580,04/21/22,,USD,70,HSBC-sole,2.25-NC,ZP505621 Corp
01/14,FED FARM CREDIT,1.670,01/13/23,,USD,97,BNYM-sole,3-NC1 CONINC,ZP315052 Corp
01/14,FED FARM CREDIT,1.830,01/22/24,,USD,30,JOINT LEADS,4-NC6MO CONT,ZP503016 Corp
01/14,FED FARM CREDIT,2.030,10/21/25,,USD,50,JOINT LEADS,5.75-NC1CONT,ZP502739 Corp
01/14,FED FARM CREDIT,2.030,04/21/25,,USD,0,JOINT LEADS,5.25-NC3MCON,ZP502583 Corp
01/14,FED FARM CREDIT,2.070,01/13/26,,USD,340,JOINT LEADS,6-NC1 CONINC,ZP255456 Corp
01/14,CANADA GOVT,1.625,01/22/25,+6,USD,3B,JOINT LEADS,01/22/20,ZP458842 Corp
01/14,FREDDIE MAC,1.800,10/23/23,,USD,50,JOINT LEADS,3.75-NC9MINC,ZP492643 Corp
01/14,FED HOME LN BANK,2.400,01/21/28,,USD,40,BCLY-sole,8-NC6MO CONT,ZP494568 Corp
01/14,FED HOME LN BANK,2.170,01/22/27,,USD,10,MIZ-sole,7-NC1 CONT,ZP494422 Corp
01/14,FARMER MAC,3.200,01/21/50,,USD,10,WFS-sole,30-NC5 BERM,ZP491029 Corp
01/14,INT DEV FIN CORP,FRN,01/20/35,,USD,10.2,STFL,15C CONT 12,ZP479976 Corp
01/13,NOVELIS CORP,4.750,01/30/30,+291,USD,1.6B,JOINT LEADS,10C CONT,ZP459145 Corp
01/13,INT DEV FIN CORP,FRN,04/20/35,,USD,15.7,STFL,15C CONT 11,ZP479966 Corp
01/13,NATIONSTAR MTG,6.000,01/15/27,+424,USD,600,JOINT LEADS,7C CONT 144A,ZP480045 Corp
01/13,ROYAL BK CANADA,1.950,01/17/23,+38,USD,1000,JOINT LEADS,GMTN 99.939,ZP463974 Corp
01/13,ROYAL BK CANADA,FRN,01/17/23,,USD,850,JOINT LEADS,GMTN,ZP463975 Corp
01/13,ASHTON WOODS USA,6.625,01/15/28,+484,USD,250,"JPM,WFS",8C CONT 144A,ZP461943 Corp
01/13,DEUTSCHE TELEKOM,3.625,01/21/50,+137.5,USD,1.25B,JOINT LEADS,30C CONT,ZP464842 Corp
01/13,BANCO VOTORANTIM,2.100,07/13/20,,USD,0.5,BANVOT-sole,GMTN 99.8173,ZP479945 Corp
01/13,POSCO,2.500,01/17/25,+97.5,USD,440,JOINT LEADS,144A 99.418,ZP452758 Corp
01/13,POSCO,2.375,01/17/23,+82.5,USD,500,JOINT LEADS,144A 99.859,ZP452738 Corp
01/13,REL STAN LIFE II,2.150,01/21/23,+58,USD,350,JOINT LEADS,144A 99.916,ZP464684 Corp
01/13,REL STAN LIFE II,2.750,01/21/27,+103,USD,350,JOINT LEADS,144A 99.722,ZP464686 Corp
01/13,PT PERTAMINA,4.175,01/21/50,+187.5,USD,1000,JOINT LEADS,30C CONT,ZP452893 Corp
01/13,FARMER MAC,1.600,12/27/21,,USD,15,STFL-sole,2-NC,ZP479929 Corp
01/13,PT PERTAMINA,3.100,01/21/30,+126.1,USD,500,JOINT LEADS,10C CONT,ZP452865 Corp
01/13,OVERSEAS PRI INV,FRN,08/13/27,,USD,36.4,WFS-sole,8C CONT 2,ZP405309 Corp
01/13,TORONTO DOM BANK,VAR,01/17/22,,USD,128,TORDOM-sole,MTN 01/17/20,ZP479871 Corp
01/13,PORTLAND GEN ELE,3.340,10/25/49,,USD,110,N/A,30C CONT,ZP478872 Corp
01/13,FARMER MAC,FRN,10/23/20,,USD,20,"CASOAK,MTBK",01/23/20,ZP474149 Corp
01/13,FREDDIE MAC,1.750,01/23/23,,USD,25,JOINT LEADS,3-NC9MO BERM,ZP478597 Corp
01/13,FED HOME LN BANK,1.770,07/22/24,,USD,15,WFS-sole,4.5-NC1.BERM,ZP477400 Corp
01/13,FREDDIE MAC,1.670,01/27/23,,USD,25,JOINT LEADS,3-NC1 1X,ZP475457 Corp
01/13,FED HOME LN BANK,2.150,01/21/27,,USD,6,STFL-sole,7-NC1 CONT,ZP470351 Corp
01/13,FREDDIE MAC,1.710,07/21/23,,USD,30,JOINT LEADS,3.5-NC1 1X,ZP468230 Corp
01/13,FARMER MAC,2.700,01/15/30,,USD,16,"HILLTO,STFL",10-NC6MO INC,ZP419587 Corp
01/13,FREDDIE MAC,1.750,01/17/23,,USD,50,"FHN,MS",3-NC6MO BERM,ZP467527 Corp
01/13,BARCLAYS BK PLC,FRN,07/13/20,,USD,0,BCLY-sole,0C CONT GMTn,ZP463989 Corp
01/10,LAREDO PETROLEUM,10.125,01/15/28,+836,USD,400,JOINT LEADS,8C CONT,ZP300078 Corp
01/10,LAREDO PETROLEUM,9.500,01/15/25,+787,USD,600,JOINT LEADS,5C CONT 5YR,ZP300076 Corp
01/10,CVR ENERGY INC,5.250,02/15/25,+360,USD,600,JEFF-sole,5C CONT 144A,ZP332840 Corp
01/10,CVR ENERGY INC,5.750,02/15/28,+398,USD,400,JEFF-sole,8C CONT 144A,ZP332848 Corp
01/10,LATIN AMER MONT,6.250,01/01/21,,USD,18.13,DAVDSN-sole,1C CONT A,ZP450573 Corp
01/10,LATIN AMER MONT,6.250,01/01/21,,USD,5.39,DAVDSN-sole,1C CONT B,ZP450545 Corp
01/10,FREDDIE MAC,1.650,12/16/22,,USD,25,PIPR-sole,3-NC6MO 1X,ZP450451 Corp
01/10,FREDDIE MAC,1.875,01/17/24,,USD,50,"FHN,MS",4-NC6MO BERM,ZP449755 Corp
01/10,FFCB DISCOUNT NT,ZERO,01/13/20,,USD,0,,INCREASE,AV717072 Corp
01/10,PB FINANCIAL,VAR,01/15/30,,USD,12,JANY-sole,10C CONT,ZP447696 Corp
01/10,FED FARM CREDIT,FRN,01/21/21,,USD,25,DAIWA-sole,0 01/21/20,ZP448952 Corp
01/10,BARCLAYS BK PLC,FRN,07/13/20,,USD,0,BCLY-sole,0C CONT GMTN,ZP446644 Corp
01/10,FED FARM CREDIT,1.670,01/24/24,,USD,35,RBCCM-sole,4-NC2 CONT,ZP445367 Corp
01/10,FED FARM CREDIT,1.600,07/17/23,,USD,50,"BNYM,MS,VS",3.5-NC,ZP444122 Corp
01/10,FREDDIE MAC,1.800,01/22/24,,USD,50,JOINT LEADS,4-NC1 BERINC,ZP405302 Corp
01/10,FREDDIE MAC,1.875,01/15/25,,USD,50,JOINT LEADS,INCREASE,ZP348348 Corp
01/10,LUCKIN COFFEE,0.750,01/15/25,,USD,460,JOINT LEADS,144A,ZP437042 Corp
01/10,MONGODB INC,0.250,01/15/26,,USD,1.15B,JOINT LEADS,01/14/20,ZP436954 Corp
01/10,BANQ FED CRD MUT,1.960,07/21/21,,USD,328,WFS,144A,ZP436389 Corp
01/09,GENESIS ENERGY,7.750,02/01/28,+595,USD,750,JOINT LEADS,8C CONT,ZP395331 Corp
01/09,WESTPAC BANKING,2.000,01/16/25,+39.3,USD,1.75B,JOINT LEADS,144A 99.816,ZP387669 Corp
01/09,RANGE RESOURCES,9.250,02/01/26,+754,USD,550,JOINT LEADS,6C CONT 144A,ZP365714 Corp
01/09,WESTPAC BANKING,2.650,01/16/30,+80,USD,750,JOINT LEADS,01/16/20,ZP407442 Corp
01/09,WESTPAC BANKING,FRN,01/13/23,,USD,750,JOINT LEADS,01/16/20,ZP407782 Corp
01/09,WESTPAC BANKING,2.000,01/13/23,+42,USD,750,JOINT LEADS,01/16/20,ZP388927 Corp
01/09,NOMURA HOLDINGS,3.103,01/16/30,+125,USD,1.5B,JOINT LEADS,01/16/20,ZP387648 Corp
01/09,NOMURA HOLDINGS,2.648,01/16/25,+100,USD,1.5B,JOINT LEADS,01/16/20,ZP387645 Corp
01/09,WESTERN MIDSTRM,FRN,01/13/23,,USD,300,JOINT LEADS,01/13/20,ZP405277 Corp
01/09,SHRIRAM TRANSPOR,5.100,07/16/23,,USD,500,JOINT LEADS,144A,ZP387586 Corp
01/09,WESTERN MIDSTRM,5.250,02/01/50,+295,USD,1000,JOINT LEADS,30C CONT,ZP405283 Corp
01/09,WESTERN MIDSTRM,3.100,02/01/25,+145,USD,1000,JOINT LEADS,5C CONT,ZP405279 Corp
01/09,WESTERN MIDSTRM,4.050,02/01/30,+220,USD,1.2B,JOINT LEADS,10C CONT,ZP405280 Corp
01/09,FIRST QUANTUM,7.250,04/01/23,+501,USD,1.6B,JOINT LEADS,INCREASE,AM836579 Corp
01/09,FIRST QUANTUM,7.500,04/01/25,+507,USD,1.35B,JOINT LEADS,INCREASE,AM836595 Corp
01/09,MEDSTAR HEALTH,3.626,08/15/41,+130,USD,37.03,"BofA,JPM",20b 01/16/20,ZP411045 Corp
01/09,MEDSTAR HEALTH,2.905,08/15/31,+105,USD,6.37,"BofA,JPM",20B 01/16/20,ZP410902 Corp
01/09,MEDSTAR HEALTH,3.626,08/15/49,+130,USD,302.56,"BofA,JPM",20A 01/16/20,ZP410685 Corp
01/09,NATL BANK CANADA,2.100,02/01/23,+53,USD,1000,JOINT LEADS,MTN 01/16/20,ZP423673 Corp
01/09,MASSMUTUAL GLBL,2.350,01/14/27,+62,USD,550,JOINT LEADS,144A 99.782,ZP405355 Corp
01/09,CATERPILLAR FINL,2.150,11/08/24,+57,USD,1000,"BCLY,JPM,SG",INCREASE,ZQ448870 Corp
01/09,CATERPILLAR FINL,1.950,11/18/22,+37,USD,750,"BCLY,JPM,SG",MTN 01/13/20,ZP404874 Corp
01/09,CATERPILLAR FINL,FRN,11/12/21,,USD,750,"BCLY,JPM,SG",MTN 01/13/20,ZP404871 Corp
01/09,TERMOCANDELARIA,7.875,01/30/29,,USD,596,"JPM,SCOTIA",INCREASE,AW879039 Corp
01/09,AVOLON HDGS,2.875,02/15/25,+125,USD,1.1B,JOINT LEADS,5C CONT 144A,ZP405291 Corp
01/09,AVOLON HDGS,3.250,02/15/27,+150,USD,650,JOINT LEADS,7C CONT 144A,ZP405295 Corp
01/09,FARMER MAC,3.100,01/17/45,,USD,16,"PIPR,WFS",25-NC2 BERM,ZP417525 Corp
01/09,DOMINICAN REPUBL,6.650,12/27/26,,USD,600,C,GDN 01/06/20,ZP423587 Corp
01/09,ATHENE GLOBAL FU,2.500,01/14/25,+90,USD,625,JOINT LEADS,144A 99.753,ZP401636 Corp
01/09,PGT INNOVATIONS,6.750,08/01/26,,USD,365,JOINT LEADS,INCREASE,AT838501 Corp
01/09,FED FARM CREDIT,2.080,01/14/27,,USD,30,WFS-sole,7-NC2 CONINC,ZP350017 Corp
01/09,FREDDIE MAC,1.750,10/17/22,,USD,155,JOINT LEADS,2.75-NC6MINC,ZP279955 Corp
01/09,FREDDIE MAC,2.000,01/16/25,,USD,100,"FHN,MS",5-NC6MO  INC,ZP366859 Corp
01/09,FED FARM CREDIT,1.600,01/21/22,,USD,520,JOINT LEADS,2-NC,ZP423469 Corp
01/09,BHARTI AIRTEL,1.500,02/17/25,,USD,1000,JOINT LEADS,01/17/20,ZP404487 Corp
01/09,WESLEYAN UNIV,3.369,07/01/50,+100,USD,75,GS-sole,30C CONT,ZP376472 Corp
01/09,BANCO VOTORANTIM,2.320,07/13/20,,USD,0.23,BANVOT-sole,GMTN 99.9002,ZP419777 Corp
01/09,INTERAMER DEV BK,1.750,03/14/25,,USD,3B,JOINT LEADS,GMTN,ZP379213 Corp
01/09,FED HOME LN BANK,2.000,01/13/25,,USD,50,JOINT LEADS,5-NC6MO BERM,ZP416272 Corp
01/09,FREDDIE MAC,1.875,10/13/23,,USD,25,FHN-sole,3.75-NC6MBER,ZP415817 Corp
01/09,FED FARM CREDIT,1.970,01/16/25,,USD,30,STFL-sole,5-NC6MO CONT,ZP415342 Corp
01/09,FREDDIE MAC,1.750,01/16/24,,USD,15,"MSRW,MTBK",4-NC6MO BERM,ZP415341 Corp
01/09,FREDDIE MAC,1.800,01/10/25,,USD,100,JOINT LEADS,5-NC2 BERINC,ZP248154 Corp
01/09,FED HOME LN BANK,1.950,01/27/25,,USD,60,MS-sole,5-NC1 CONT,ZP413047 Corp
01/09,FED HOME LN BANK,2.230,01/15/27,,USD,15,MS-sole,7-NC6MO CONT,ZP412915 Corp
01/09,PTTEP TREASURY,2.993,01/15/30,+110,USD,350,JOINT LEADS,10C CONT,ZP387610 Corp
01/09,FED HOME LN BANK,1.950,01/16/25,,USD,25,INCAP-sole,5-NC6MO CONT,ZP412270 Corp
01/09,FED HOME LN BANK,2.640,01/28/30,,USD,60,"JPM,MS",10-NC1 CONT,ZP412014 Corp
01/09,FREDDIE MAC,STEP,01/15/25,,USD,15,MTBK-sole,5-NC6MO BERM,ZP406861 Corp
01/09,FREDDIE MAC,1.670,01/13/23,,USD,25,JOINT LEADS,3-NC1 1X,ZP408550 Corp
01/09,FREDDIE MAC,1.920,01/15/25,,USD,25,JOINT LEADS,5-NC1 BERM,ZP408011 Corp
01/09,FREDDIE MAC,1.800,01/13/23,,USD,175,"FHN,MS",3-NC6MO  INC,ZP405367 Corp
01/09,JP MORGAN CHASE,0.125,01/01/23,,USD,600,JPM-sole,01/13/20,ZP405741 Corp
01/09,FREDDIE MAC,2.000,01/13/25,,USD,25,JOINT LEADS,5-NC9MO BERM,ZP407257 Corp
01/09,FREDDIE MAC,1.850,01/13/25,,USD,25,JOINT LEADS,5-NC1 1X,ZP407117 Corp
01/09,FREDDIE MAC,1.900,01/16/24,,USD,0,"BNYM,WFS",4-NC3MO  INC,ZP349701 Corp
01/09,FREDDIE MAC,1.830,10/13/23,,USD,75,"BNYM,WFS",3.75-NC9MINC,ZP277741 Corp
01/09,FREDDIE MAC,1.850,07/13/23,,USD,25,JOINT LEADS,3.5-NC6MBERM,ZP405740 Corp
01/09,FREDDIE MAC,1.720,07/13/22,,USD,25,JOINT LEADS,2.5-NC6MBERM,ZP405616 Corp
01/09,ALTICE FINANCING,5.000,01/15/28,+319,USD,1.2B,JOINT LEADS,8C CONT 144A,ZP376904 Corp
01/08,TRANSOCEAN INC,8.000,02/01/27,+622,USD,750,JOINT LEADS,7C CONT 144A,ZP363590 Corp
01/08,GEORGIA POWER,2.100,07/30/23,+50,USD,700,JOINT LEADS,A 01/10/20,ZP366934 Corp
01/08,GEORGIA POWER,3.700,01/30/50,+135,USD,500,JOINT LEADS,30C CONT B,ZP366935 Corp
01/08,GEORGIA POWER,2.650,09/15/29,+120,USD,650,JOINT LEADS,INCREASE,ZR465472 Corp
01/08,COCA-COLA FEMSA,2.750,01/22/30,+100,USD,1.25B,JOINT LEADS,10C CONT,ZP364949 Corp
01/08,BC BRIDGE,FRN,02/01/22,,USD,7.5,DB-sole,B 01/08/20,ZP385490 Corp
01/08,BC BRIDGE,FRN,02/01/22,,USD,22.5,DB-sole,A 01/09/20,ZP385483 Corp
01/08,AKER BP ASA,3.750,01/15/30,+190,USD,1000,JOINT LEADS,10C CONT,ZP364545 Corp
01/08,AKER BP ASA,3.000,01/15/25,+140,USD,500,JOINT LEADS,5C CONT 144A,ZP364511 Corp
01/08,INVERSIONES CMPC,3.850,01/13/30,+200,USD,500,JOINT LEADS,10C CONT,ZP365532 Corp
01/08,CRED AGRICOLE SA,3.250,01/14/30,+145,USD,1.25B,CACIB,144A 99.392,ZP353567 Corp
01/08,CHILDREN'S HEALT,3.448,08/15/49,+110,USD,214.1,"JPM,PIP",30C CONT,ZP374068 Corp
01/08,ARES CAPITAL COR,3.250,07/15/25,+165,USD,750,JOINT LEADS,01/15/20,ZP371062 Corp
01/08,FARMER MAC,1.620,07/22/21,,USD,40,MTBK-sole,1.5-NC6MBERM,ZP385452 Corp
01/08,STATE OF ISRAEL,3.375,01/15/50,+115,USD,2B,JOINT LEADS,01/15/20,ZP354454 Corp
01/08,STATE OF ISRAEL,2.500,01/15/30,+68,USD,1000,JOINT LEADS,01/15/20,ZP354453 Corp
01/08,FREDDIE MAC,1.700,07/13/22,,USD,200,"FHN,MS",INCREASE,ZP303466 Corp
01/08,JABIL INC,3.600,01/15/30,+175,USD,500,JOINT LEADS,10C CONT,ZP365938 Corp
01/08,BANCO VOTORANTIM,ZERO,01/04/21,,USD,0.69,BANVOT-sole,GMTN,ZP385433 Corp
01/08,FED HOME LN BANK,STEP,01/13/25,,USD,10,MTBK-sole,5-NC6MO BERM,ZP385422 Corp
01/08,BARCLAYS BK PLC,FRN,04/09/20,,USD,0,BCLY-sole,0C 1MBERM,ZP385415 Corp
01/08,FED FARM CREDIT,1.550,01/15/21,,USD,40,"BNYM,VS",1-NC,ZP385170 Corp
01/08,FED FARM CREDIT,1.600,07/15/22,,USD,120,JOINT LEADS,2.5-NC,ZP385030 Corp
01/08,INT BK RECON&DEV,1.625,01/15/25,+7.57,USD,3.5B,JOINT LEADS,01/15/20,ZP320936 Corp
01/08,FED FARM CREDIT,2.080,01/24/28,,USD,35,"FHN,MS",8-NC3 1X,ZP384283 Corp
01/08,FED FARM CREDIT,1.680,07/15/22,,USD,50,JOINT LEADS,2.5-NC6MCONT,ZP383478 Corp
01/08,FREDDIE MAC,1.900,01/17/24,,USD,25,"FCS,SUN",4-NC6MO BERM,ZP381870 Corp
01/08,FED FARM CREDIT,1.610,01/15/21,,USD,400,JPM-sole,1-NC6MO CONT,ZP381854 Corp
01/08,FED FARM CREDIT,1.770,01/17/23,,USD,0,JOINT LEADS,3-NC3MO CONT,ZP381843 Corp
01/08,FREDDIE MAC,1.720,10/13/22,,USD,75,"BNYM,WFS",2.75-NC9MINC,ZP277550 Corp
01/08,FARMER MAC,1.750,07/15/22,,USD,0,RJA-sole,2.5-NC3MBERM,ZP379547 Corp
01/08,FREDDIE MAC,1.800,04/13/23,,USD,25,"PJC,RJA,VS",3.25-NC6MBER,ZP379440 Corp
01/08,NED WATERSCHAPBK,1.750,01/15/25,,USD,2B,JOINT LEADS,144A,ZP327529 Corp
01/08,FREDDIE MAC,1.850,01/15/25,,USD,45,MTBK-sole,INCREASE,ZP334518 Corp
01/08,FED HOME LN BANK,2.410,01/14/30,,USD,15,WFS-sole,10-NC2 CONT,ZP376021 Corp
01/08,FED HOME LN BANK,3.000,01/16/35,,USD,55,JPM-sole,15-NC6MOCONT,ZP376000 Corp
01/08,FED HOME LN BANK,2.320,01/17/30,,USD,15,WFS-sole,10-NC3 CONT,ZP375803 Corp
01/08,FANNIE MAE,1.625,01/07/25,+8,USD,3B,JOINT LEADS,01/10/20,ZP336385 Corp
01/08,FREDDIE MAC,1.810,01/13/25,,USD,25,"BNYM,WFS",5-NC1 1X,ZP371775 Corp
01/08,FREDDIE MAC,1.700,07/13/23,,USD,50,JOINT LEADS,3.5-NC6MOINC,ZP334644 Corp
01/08,FREDDIE MAC,2.000,10/09/24,,USD,0,"PJC,RJA,RWB",4.75-NC3MINC,ZP315190 Corp
01/07,UBS AG LONDON,2.000,01/31/23,,USD,10,UBS-sole,3C 3MBERM,ZP351921 Corp
01/07,ENERGY TRANSFER,VAR,PERPETUAL,,USD,500,JOINT LEADS,0C CONT F,ZP350032 Corp
01/07,ENERGY TRANSFER,VAR,PERPETUAL,,USD,1.1B,JOINT LEADS,0C 6MBERM G,ZP350087 Corp
01/07,DUKE UNI HEALTH,2.902,06/01/34,+110,USD,18.71,JPM-sole,2020,ZP335768 Corp
01/07,DUKE UNI HEALTH,2.852,06/01/33,+105,USD,18.2,JPM-sole,2020,ZP335486 Corp
01/07,DUKE UNI HEALTH,2.702,06/01/32,+90,USD,17.7,JPM-sole,12C CONT,ZP335209 Corp
01/07,DUKE UNI HEALTH,2.502,06/01/28,+70,USD,3.75,JPM-sole,28 01/15/20,ZP335056 Corp
01/07,DUKE UNI HEALTH,2.952,06/01/35,+115,USD,19.29,JPM-sole,01/15/20,ZP335811 Corp
01/07,DUKE UNI HEALTH,3.162,06/01/42,+87,USD,152.54,JPM-sole,22C CONT,ZP335843 Corp
01/07,DUKE UNI HEALTH,2.652,06/01/31,+85,USD,17.26,JPM-sole,01/15/20,ZP335171 Corp
01/07,DUKE UNI HEALTH,2.602,06/01/30,+80,USD,16.87,JPM-sole,01/15/20,ZP335122 Corp
